"id"	"Music"	"Slow.songs.or.fast.songs"	"Dance"	"Folk"	"Country"	"Classical.music"	"Musical"	"Pop"	"Rock"	"Metal.or.Hardrock"	"Punk"	"Hiphop..Rap"	"Reggae..Ska"	"Swing..Jazz"	"Rock.n.roll"	"Alternative"	"Latino"	"Techno..Trance"	"Opera"	"Movies"	"Horror"	"Thriller"	"Comedy"	"Romantic"	"Sci.fi"	"War"	"Fantasy.Fairy.tales"	"Animated"	"Documentary"	"Western"	"Action"
"205"	5	3	3	3	2	3	3	2	5	4	4	2	5	4	5	4	3	1	2	5	1	2	4	2	5	1	4	5	4	2	3
"206"	5	1	2	4	3	5	5	4	4	3	1	1	1	4	5	3	4	1	5	5	1	1	4	4	3	3	5	4	5	2	1
"207"	5	3	5	2	2	5	5	3	4	4	3	1	2	4	4	3	1	1	5	5	5	4	4	1	4	4	2	2	4	4	5
"208"	5	3	2	3	3	4	5	3	3	1	4	2	2	3	4	2	4	1	4	5	5	5	5	5	5	5	5	5	5	1	4
"209"	5	3	3	2	1	3	2	4	4	1	5	4	5	5	5	3	3	1	2	3	3	4	4	2	3	5	5	3	4	1	3
"210"	5	2	4	3	3	4	3	2	5	4	3	5	4	5	4	2	4	2	2	5	1	4	5	3	3	5	3	4	4	3	4
"211"	5	4	5	5	5	5	1	4	5	4	3	4	4	4	5	3	4	5	1	5	5	5	5	5	5	5	5	5	5	5	5
"212"	5	4	5	1	2	2	5	5	5	1	1	5	4	4	5	2	5	4	1	5	2	5	5	5	3	3	5	1	3	2	5
"213"	5	3	1	3	3	5	1	2	4	2	3	3	2	4	5	5	1	2	5	5	5	5	5	3	5	5	5	5	5	3	5
"214"	5	4	4	2	3	3	4	5	5	2	5	4	2	2	2	4	3	5	2	5	1	3	5	4	3	3	5	5	4	2	5
"215"	4	3	2	2	2	3	3	3	5	4	3	2	2	5	5	4	3	1	2	5	1	3	5	2	3	2	4	4	5	3	4
"216"	1	3	2	2	1	1	1	3	1	1	1	5	1	1	1	1	5	1	1	4	5	1	5	3	1	5	1	1	3	4	5
"217"	5	4	1	1	1	1	1	1	4	5	3	2	1	1	3	1	1	2	1	4	4	2	3	1	1	4	1	1	3	1	2
"218"	5	3	4	1	3	2	5	4	3	1	2	3	1	2	4	4	3	2	3	5	1	3	5	5	3	2	5	5	4	2	4
"219"	5	4	2	1	3	2	3	4	3	1	1	4	3	1	2	2	1	3	2	5	3	2	5	3	5	5	3	4	5	1	5
"220"	5	5	5	1	1	1	2	3	1	1	1	5	2	1	1	1	2	5	1	5	5	5	5	1	3	5	3	3	5	3	5
"221"	5	3	4	3	3	4	2	1	3	1	2	5	4	4	2	5	3	1	3	5	3	3	5	3	2	3	4	5	4	3	4
"222"	5	3	4	5	1	4	3	3	5	5	4	5	5	5	4	4	3	4	3	5	4	5	5	3	4	3	4	5	4	3	2
"223"	5	3	3	2	4	4	3	5	5	3	3	2	1	4	3	3	3	1	1	5	1	3	5	5	3	3	5	5	3	3	3
"224"	5	3	3	3	2	3	1	4	2	2	1	4	3	4	2	2	5	2	2	5	1	2	5	3	2	2	4	5	4	1	4
"225"	5	3	2	2	3	5	4	4	5	3	4	3	3	2	3	5	2	1	2	5	4	3	4	3	4	5	2	4	3	1	5
"226"	5	4	2	3	2	4	4	2	5	2	4	3	4	4	5	5	3	2	2	5	3	3	4	2	5	5	2	4	5	3	5
"227"	5	5	5	5	4	3	3	4	5	3	3	5	3	2	3	1	3	3	1	5	3	3	5	1	3	1	5	5	3	1	5
"228"	5	2	2	4	3	5	3	2	4	3	3	2	3	5	3	4	4	1	3	5	2	4	3	3	2	4	4	5	5	2	4
"229"	4	3	3	5	3	4	2	3	3	1	2	1	2	5	4	4	3	2	3	5	1	2	3	2	5	5	3	3	4	3	3
"230"	4	3	4	2	4	1	1	4	3	1	4	2	5	3	3	2	2	3	3	3	1	3	4	1	2	2	3	2	3	3	5
"231"	5	2	2	5	4	5	5	5	3	1	3	4	3	3	3	3	5	2	3	4	1	3	4	4	4	4	4	4	4	2	4
"232"	5	1	3	2	3	2	2	4	5	3	3	1	2	3	5	1	5	1	1	5	4	4	5	5	2	1	4	3	3	1	3
"233"	5	3	1	2	4	4	1	2	3	2	2	3	4	5	3	1	4	3	1	5	4	5	5	5	5	5	2	3	3	2	5
"234"	4	4	4	2	2	4	3	4	4	4	4	4	4	2	4	3	4	4	1	5	5	5	5	5	4	3	4	4	3	2	3
"235"	4	4	4	4	3	2	1	4	5	4	4	2	4	1	3	4	5	1	1	3	1	1	5	5	2	2	5	5	4	2	3
"236"	5	3	1	1	1	3	3	3	5	4	2	1	1	3	4	2	4	1	2	5	1	2	5	3	1	4	5	5	3	2	3
"237"	1	3	3	3	2	3	5	4	4	3	3	2	4	3	4	2	4	1	1	5	2	3	5	3	3	5	5	5	5	2	5
"238"	5	4	4	2	1	3	3	4	3	1	1	5	4	3	2	2	5	3	2	4	3	2	5	5	2	3	5	5	4	2	3
"239"	5	2	2	1	2	2	3	4	2	1	1	5	3	2	3	2	4	1	1	5	5	4	5	5	3	4	5	5	3	2	3
"240"	5	3	4	2	1	5	2	2	4	1	3	3	3	4	4	4	2	2	4	5	1	3	5	3	3	3	4	4	2	1	4
"241"	3	4	2	1	1	1	1	2	3	2	1	2	2	2	2	2	1	2	1	3	3	3	5	3	3	4	5	5	4	3	4
"242"	5	4	2	1	1	3	5	3	3	1	2	5	3	3	3	3	2	1	4	5	3	3	4	4	4	5	4	3	3	2	4
"243"	3	3	3	2	1	2	5	5	4	1	1	1	1	2	2	1	4	1	3	5	1	5	5	4	4	2	3	2	2	1	3
"244"	5	3	2	1	2	4	5	5	5	1	4	1	2	4	5	4	3	1	2	5	2	4	2	2	4	4	4	3	4	2	2
"245"	5	3	5	2	4	3	5	5	5	2	3	2	3	3	4	3	5	2	1	5	5	5	5	4	2	1	5	5	2	1	4
"246"	5	3	2	3	3	2	2	3	4	3	4	4	5	4	5	5	3	1	1	5	5	4	5	3	2	1	5	5	3	2	5
"247"	5	3	3	2	3	4	1	4	5	2	2	3	4	4	4	1	5	1	4	5	4	4	5	4	5	5	5	2	5	5	5
"248"	5	3	3	2	1	4	5	3	5	2	3	3	4	5	3	5	4	2	1	5	1	1	5	5	2	3	4	5	5	1	2
"249"	5	3	4	1	1	4	3	4	5	4	3	4	2	2	2	2	2	3	3	5	4	4	5	5	4	3	5	5	3	2	5
"250"	5	3	3	4	4	4	4	5	5	4	4	2	2	4	4	4	5	2	4	5	4	4	5	3	5	3	5	5	5	2	5
"251"	5	3	3	2	1	2	2	4	3	2	2	4	4	2	2	2	4	2	1	5	3	5	5	5	4	2	2	2	2	2	3
"252"	5	5	5	2	2	3	5	5	5	2	4	4	4	3	3	2	4	5	2	5	5	4	5	5	5	3	5	5	5	2	2
"253"	5	2	2	2	3	3	3	4	5	1	2	2	1	3	2	5	4	2	4	5	2	2	5	5	4	4	5	5	4	3	4
"254"	5	3	3	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	5	5	5	5	3	1	2	1	2	1	2
"255"	5	3	5	3	2	2	5	5	3	1	1	4	2	1	5	2	5	3	2	5	1	2	5	5	1	5	5	2	3	1	4
"256"	5	3	2	5	4	5	5	3	5	4	3	3	3	4	4	4	5	1	4	5	1	3	4	4	2	1	5	5	5	4	2
"257"	5	3	3	4	2	1	2	5	2	1	1	3	2	1	2	1	5	1	1	3	2	2	5	5	2	2	5	5	2	2	2
"258"	5	3	5	3	2	3	3	4	4	3	1	4	2	3	3	3	2	5	2	5	3	4	5	3	5	5	4	5	5	4	5
"259"	5	4	1	2	1	5	1	1	5	5	2	1	1	4	3	5	2	1	1	5	4	5	5	2	5	3	5	5	3	1	2
"260"	2	3	3	3	3	2	2	3	4	2	2	2	1	3	5	2	5	1	5	3	1	1	5	1	1	4	3	1	5	1	1
"261"	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"262"	5	3	4	2	3	2	2	5	2	1	2	2	1	1	1	1	3	1	1	5	5	4	5	5	4	1	4	5	3	1	4
"263"	5	4	3	4	2	5	4	2	5	2	1	3	3	5	3	5	2	3	4	4	1	2	3	3	3	3	4	4	5	3	3
"264"	5	5	5	2	2	2	4	5	4	2	2	4	3	2	4	3	5	3	2	5	4	2	5	4	3	2	4	5	1	1	3
"265"	3	3	3	3	1	3	3	5	4	3	3	5	4	3	3	3	3	3	3	5	5	5	5	4	4	5	3	5	3	2	5
"266"	5	3	3	2	1	2	3	5	2	1	1	4	3	3	2	1	1	1	1	5	3	3	5	5	4	2	2	2	2	1	3
"267"	5	3	3	3	2	3	3	4	4	1	1	2	2	4	3	1	4	1	2	5	2	3	5	5	3	3	4	4	3	2	2
"268"	5	3	4	3	4	4	3	2	4	4	4	3	2	2	3	2	3	2	3	4	2	3	5	4	2	2	5	5	4	4	4
"269"	5	3	3	2	1	2	2	5	2	1	1	2	3	3	3	2	5	1	2	4	1	1	5	5	4	2	5	5	5	2	3
"270"	5	3	3	1	2	4	4	3	5	3	4	1	1	1	3	2	4	2	4	5	4	4	4	3	3	4	4	4	4	2	3
"271"	5	3	3	2	1	1	3	4	5	4	5	5	5	5	5	5	3	2	1	5	3	3	5	4	2	2	5	5	5	2	5
"272"	5	3	4	3	1	1	1	4	5	5	5	5	5	4	5	4	2	1	1	5	4	3	4	2	1	5	3	3	4	2	5
"273"	5	3	2	4	3	5	3	2	5	5	5	2	5	4	3	5	2	1	5	5	3	2	5	2	2	4	3	5	5	1	2
"274"	5	3	4	2	2	4	4	4	4	2	4	4	4	5	4	4	4	4	3	5	3	5	4	5	4	5	5	5	4	3	3
"275"	5	4	5	3	3	2	2	4	3	1	1	4	3	2	4	1	3	2	1	4	3	3	5	4	1	2	3	4	5	2	2
"276"	5	3	3	3	4	4	5	3	4	4	3	2	2	4	3	3	5	4	3	5	4	3	5	4	5	3	5	5	4	3	4
"277"	5	4	5	3	5	2	2	5	5	4	3	1	1	1	4	3	3	1	1	5	4	4	5	4	5	4	5	5	3	3	5
"278"	5	3	2	1	3	3	1	4	5	3	1	2	2	3	5	1	2	2	2	5	5	4	5	4	5	5	3	3	4	4	4
"279"	5	4	3	5	2	4	3	3	4	2	3	5	5	2	3	5	4	3	3	5	4	4	5	2	5	3	5	5	5	3	5
"280"	5	3	4	2	2	2	1	4	3	1	3	3	3	1	1	1	2	2	1	4	3	3	5	5	3	2	5	5	5	1	1
"281"	5	3	4	2	1	3	4	2	5	5	3	2	3	2	2	4	5	5	2	4	1	1	5	5	3	1	3	4	3	2	4
"282"	5	3	4	2	3	4	1	2	4	4	5	4	4	5	5	2	5	3	2	4	1	4	5	2	3	3	4	1	5	5	5
"283"	5	3	1	1	2	1	2	3	2	1	1	1	2	1	2	2	3	1	1	3	3	4	5	2	1	1	3	3	1	1	2
"284"	5	3	4	2	3	3	2	4	4	2	4	4	3	5	3	2	3	3	2	5	2	4	4	4	3	4	3	3	5	4	4
"285"	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	4	2	5	5	5	5	4	2	5
"286"	5	4	3	1	1	3	3	5	5	1	1	3	1	2	1	1	1	1	4	5	3	4	5	4	2	2	3	3	2	1	3
"287"	5	3	3	2	2	4	3	4	4	1	3	5	5	3	3	4	4	1	1	5	4	4	5	3	3	4	4	4	4	1	4
"288"	5	3	3	1	1	3	2	4	4	2	4	4	1	3	3	4	2	3	3	5	3	3	4	4	2	3	4	4	3	2	2
"289"	5	3	5	3	2	3	1	2	3	2	1	4	4	2	3	1	4	5	1	4	5	5	5	3	1	5	4	4	5	5	5
"290"	5	3	4	2	2	3	4	4	4	2	2	4	1	2	4	1	3	2	3	4	3	3	4	2	2	4	2	3	2	2	4
"291"	4	3	4	1	1	2	4	4	4	1	1	4	3	4	4	3	4	1	1	5	2	4	5	5	3	3	5	5	4	1	2
"292"	4	3	3	3	3	3	3	3	5	4	4	3	4	3	4	3	3	2	3	4	2	4	4	4	4	3	4	4	3	2	4
"293"	5	4	5	2	3	2	5	5	4	1	3	3	3	3	3	3	5	2	1	5	2	4	5	5	3	2	5	5	3	2	5
"294"	5	1	2	2	2	4	4	1	5	4	5	1	4	3	3	5	2	1	2	5	1	1	5	4	5	4	5	5	4	3	1
"295"	5	3	2	2	1	4	2	3	4	1	4	3	4	4	3	4	4	1	2	3	3	3	4	2	2	3	2	2	4	2	2
"296"	5	3	3	2	5	3	3	4	5	3	2	2	4	3	5	5	3	1	4	5	3	5	3	4	2	5	5	4	4	4	2
"297"	5	4	5	1	1	1	1	5	3	2	2	2	4	1	3	3	1	5	1	5	5	5	5	1	4	4	1	1	3	4	5
"298"	5	3	2	1	2	3	2	2	3	2	3	1	3	3	2	4	2	4	2	5	2	2	4	3	4	2	2	3	2	2	3
"299"	5	3	5	2	3	2	2	4	3	1	1	5	4	4	5	1	5	2	1	5	2	2	5	4	2	5	5	5	4	2	3
"300"	5	3	4	1	1	3	4	2	4	1	3	5	5	3	2	2	3	1	2	5	5	5	5	3	1	3	5	5	5	1	5
"301"	5	2	1	5	2	5	2	2	4	5	3	1	1	3	3	5	1	1	5	3	2	4	1	3	5	4	4	5	5	1	4
"302"	4	2	1	2	1	5	2	1	5	5	1	1	1	2	1	2	1	1	4	5	1	3	4	2	4	5	5	2	5	4	5
"303"	5	4	5	4	1	2	5	5	5	2	2	5	3	1	4	1	5	1	2	5	3	4	5	4	1	1	5	5	3	1	1
"304"	4	5	2	2	4	2	5	4	5	4	2	4	2	2	3	1	5	1	1	5	1	3	5	4	1	3	3	3	3	4	5
"305"	5	3	2	2	1	4	4	4	4	2	1	2	3	2	2	1	2	1	3	5	1	3	5	4	3	1	4	4	2	1	4
"306"	5	3	3	2	1	2	2	2	5	2	3	2	2	3	4	5	1	1	2	5	1	1	5	5	2	4	5	4	4	1	4
"307"	5	5	5	3	3	3	3	3	4	2	4	4	5	5	5	5	5	4	1	5	3	1	5	5	2	1	5	5	2	1	1
"308"	5	3	1	4	3	2	5	2	5	4	3	1	1	5	5	3	3	1	1	5	1	1	5	3	4	1	5	5	5	1	1
"309"	5	5	5	2	3	3	2	4	3	1	2	3	1	1	1	2	3	4	1	4	3	4	4	4	5	4	5	5	4	2	3
"310"	5	3	4	2	1	3	3	3	4	1	1	4	1	1	4	2	2	2	1	4	5	5	3	2	3	2	3	3	2	1	3
"311"	5	5	4	1	1	3	2	4	4	2	1	1	2	1	1	1	3	5	3	3	3	4	3	3	3	2	2	4	3	1	5
"312"	5	4	5	5	2	5	5	5	5	2	2	5	5	5	3	3	5	2	5	5	4	4	5	4	5	3	4	5	5	3	5
"313"	2	4	2	1	1	2	2	3	4	3	2	3	3	3	3	2	1	2	1	5	4	4	4	3	4	5	2	2	3	1	3
"314"	5	4	3	2	2	4	3	4	2	1	1	4	1	3	4	2	4	2	2	5	4	4	5	4	5	3	4	3	3	1	3
"315"	5	4	5	4	5	4	5	5	5	5	5	2	5	5	5	5	5	5	4	5	4	4	5	5	5	5	5	5	5	4	5
"316"	5	3	1	1	1	3	3	5	2	1	1	2	1	1	1	2	2	1	2	4	1	3	4	1	2	5	4	3	3	2	4
"317"	5	3	4	1	1	1	3	3	3	1	2	3	2	1	1	2	2	4	2	4	2	3	5	4	3	2	3	5	3	1	3
"318"	5	3	5	2	2	2	1	3	5	1	2	2	1	2	3	3	4	4	1	5	5	5	5	1	5	5	3	3	3	1	5
"319"	5	3	2	3	4	3	3	3	1	1	3	3	2	4	4	3	3	2	1	5	3	4	4	5	5	3	2	1	1	4	3
"320"	5	3	4	3	2	4	5	5	4	1	2	3	3	4	3	4	4	3	2	5	1	3	5	5	3	4	5	5	3	2	4
"321"	5	4	3	2	2	2	2	3	5	4	3	2	3	2	2	5	2	4	1	5	2	4	5	2	3	4	5	5	3	4	5
"322"	5	3	3	2	4	3	4	4	5	2	2	5	2	3	5	3	4	3	1	5	5	5	5	4	2	3	3	5	3	4	4
"323"	5	3	2	2	1	4	3	2	5	5	5	1	3	3	5	5	3	1	2	4	1	2	5	5	2	3	5	5	5	1	2
"324"	5	2	2	1	4	5	4	5	4	1	3	1	1	1	3	1	3	1	5	3	2	4	5	4	2	2	3	2	5	1	5
"325"	5	3	4	2	2	2	2	5	3	2	3	2	3	3	3	3	3	2	2	5	2	3	5	5	3	2	4	4	3	2	4
"326"	5	3	4	4	3	3	3	4	4	4	4	5	5	2	4	3	3	4	2	4	1	2	4	3	3	4	4	4	5	2	4
"327"	5	4	3	2	2	3	2	5	4	2	2	2	3	3	3	3	3	3	1	5	5	4	5	5	4	5	3	3	4	2	2
"328"	5	3	3	2	1	4	4	5	3	1	1	5	4	3	4	2	3	1	2	5	3	4	5	3	3	3	4	5	5	1	5
"329"	5	5	3	3	4	2	1	2	5	4	5	2	4	3	2	5	3	1	1	5	4	5	5	5	4	5	3	3	3	3	3
"330"	5	3	4	2	3	3	2	4	4	1	2	4	2	2	3	2	2	3	1	5	4	5	4	4	2	4	5	4	3	1	2
"331"	5	3	4	2	1	4	3	3	5	3	3	3	2	3	3	4	3	3	2	5	1	1	5	3	4	2	4	4	4	1	3
"332"	5	5	3	2	3	3	3	2	5	2	2	5	1	5	5	1	2	4	1	5	2	1	5	3	3	5	2	2	2	5	2
"333"	4	3	3	2	3	3	5	3	2	1	1	2	3	1	1	1	5	1	1	5	3	1	5	5	1	2	5	5	3	2	3
"334"	5	2	3	2	3	3	4	5	4	2	2	3	2	3	3	2	3	2	2	4	2	2	5	5	3	2	5	5	3	3	3
"335"	5	2	2	3	3	2	3	2	3	2	2	2	2	4	1	4	4	1	1	5	4	5	5	2	1	5	3	4	4	1	1
"336"	5	5	4	3	2	3	3	4	4	2	2	4	4	4	3	2	2	4	2	5	5	4	5	3	4	5	3	3	4	2	3
"337"	5	4	3	1	2	3	2	5	3	1	2	3	3	3	2	3	1	4	2	5	5	4	5	3	4	1	3	5	5	1	3
"338"	5	3	5	1	2	3	2	3	3	1	1	5	2	2	1	2	1	5	3	5	2	2	5	1	2	5	5	5	5	3	4
"339"	5	3	3	2	2	4	3	3	5	2	2	2	1	1	2	1	1	2	2	5	4	3	5	5	3	1	4	4	3	1	3
"340"	5	3	2	2	1	5	3	2	5	5	5	1	3	3	5	5	2	1	3	5	1	2	5	5	1	3	5	5	5	1	2
"341"	5	1	1	3	2	5	3	2	3	1	2	3	3	2	2	4	2	1	3	4	2	2	4	4	4	5	3	3	5	1	2
"342"	5	4	1	1	1	1	1	2	2	2	2	5	1	1	1	1	1	5	1	5	5	5	5	1	4	5	1	1	4	5	5
"343"	5	3	3	2	2	2	4	3	3	1	2	4	4	3	3	3	4	3	2	3	1	2	5	3	5	2	4	4	3	2	3
"344"	5	4	3	5	2	2	5	5	4	2	2	1	2	2	5	2	5	1	2	4	2	5	4	3	1	2	5	5	4	1	1
"345"	5	3	2	4	4	1	2	5	3	1	1	2	1	1	4	3	3	1	1	4	1	2	5	4	1	1	5	2	1	1	1
"346"	4	3	4	2	1	1	2	4	4	3	4	2	3	2	2	2	2	3	1	4	1	3	5	3	5	4	2	1	1	1	5
"347"	5	4	1	1	1	1	1	3	3	1	1	5	5	1	3	1	2	4	1	5	3	4	5	3	4	3	2	1	3	2	5
"348"	5	4	3	2	2	2	2	4	4	4	4	2	2	3	2	1	1	2	1	5	1	3	5	2	4	3	3	3	3	2	5
"349"	5	4	3	5	2	5	5	4	2	1	1	1	2	5	5	3	3	2	5	5	1	1	5	2	3	1	5	5	5	3	4
"350"	5	4	5	2	1	2	3	5	2	1	1	3	2	3	3	1	2	4	1	5	5	5	5	5	2	1	5	5	3	1	3
"351"	2	3	4	2	2	1	1	4	4	3	3	2	3	1	1	3	1	2	1	5	3	3	4	2	5	3	2	5	2	3	5
"352"	5	3	3	2	4	5	3	5	5	2	4	1	4	4	4	5	3	1	3	5	4	4	5	5	2	3	5	5	4	2	3
"353"	5	5	2	1	3	2	1	2	5	5	1	1	1	1	5	1	2	1	2	5	2	5	5	3	3	5	3	2	5	5	4
"354"	5	3	3	1	2	3	2	4	2	1	1	4	2	2	3	5	2	1	3	5	4	4	5	4	2	2	2	2	3	2	2
"355"	5	3	3	3	2	4	4	4	4	2	3	3	2	2	2	3	2	3	4	5	1	4	4	5	3	4	5	5	3	2	3
"356"	5	4	2	1	3	1	2	4	3	1	1	5	2	1	2	1	3	2	1	5	2	4	5	3	3	4	5	5	2	2	4
"357"	4	4	3	3	4	4	4	5	5	3	2	4	4	3	4	2	3	2	3	4	3	2	5	2	5	3	4	4	4	4	4
"358"	5	4	3	1	1	2	2	2	4	4	3	5	2	2	1	1	4	3	2	4	2	2	5	4	4	4	5	5	4	2	3
"359"	4	3	5	3	3	2	1	3	5	2	1	3	3	3	4	1	2	2	3	5	2	2	5	3	3	5	3	2	4	3	3
"360"	5	3	4	2	4	3	2	5	2	1	2	4	4	2	3	1	3	2	3	5	1	2	5	5	3	3	5	5	5	3	4
"361"	5	3	4	1	2	1	3	5	5	1	1	5	5	3	4	3	3	1	2	5	1	2	5	5	1	2	5	3	3	2	4
"362"	5	1	3	5	5	5	2	2	5	4	2	3	4	5	1	1	1	1	1	5	5	4	5	4	3	1	5	5	2	1	2
"363"	5	3	2	3	2	4	5	3	5	4	5	2	4	3	4	3	4	2	4	5	2	5	2	3	4	3	3	3	4	3	4
"364"	5	3	1	3	2	4	5	3	5	3	5	2	4	1	4	4	4	1	5	5	1	4	2	3	4	3	2	2	4	3	4
"365"	2	4	4	2	3	3	2	4	5	4	3	3	3	2	4	3	1	2	1	5	2	4	3	2	1	4	1	1	4	4	5
"366"	5	3	2	2	3	4	2	1	5	4	5	1	5	4	5	5	1	2	4	5	1	5	2	2	1	5	2	2	5	3	4
"367"	5	2	2	1	2	2	2	4	4	2	2	3	3	1	1	1	1	3	1	5	5	5	5	2	5	4	3	3	3	4	5
"368"	5	3	3	1	3	4	1	5	5	4	4	1	2	5	5	5	1	3	1	5	2	4	5	4	5	5	3	3	5	2	5
"369"	5	4	5	2	2	3	3	5	3	1	1	3	4	3	3	1	5	2	3	5	5	5	5	5	5	3	5	5	5	3	5
"370"	5	3	5	3	2	1	1	4	2	4	2	3	2	1	2	3	1	5	1	4	5	5	3	3	3	5	5	5	4	5	5
"371"	5	4	3	3	2	4	3	5	5	3	3	4	3	3	3	2	4	1	2	5	1	4	5	3	1	3	5	5	5	2	5
"372"	5	3	5	5	5	5	5	5	5	3	3	2	2	5	5	3	5	2	5	5	1	2	5	5	3	2	5	5	3	3	2
"373"	4	4	2	2	2	2	2	2	4	2	5	1	4	2	3	4	2	4	2	4	3	3	4	3	5	4	3	5	5	1	4
"374"	5	4	2	1	1	1	1	5	3	1	1	2	1	1	1	1	1	1	1	5	2	4	5	4	5	3	4	4	1	3	5
"375"	5	3	5	2	2	1	2	5	3	1	1	3	3	2	2	1	2	3	1	5	3	4	5	5	2	4	5	3	3	2	2
"376"	5	3	4	2	1	1	3	5	4	2	2	5	2	2	1	1	3	2	1	5	1	2	5	5	2	1	5	5	3	1	3
"377"	5	5	3	1	1	1	1	4	1	1	1	5	1	1	1	1	2	1	1	5	2	3	5	5	1	1	5	5	5	1	2
"378"	5	3	2	3	3	4	2	3	5	4	3	1	3	4	4	5	3	1	1	5	5	5	5	3	1	3	4	4	4	1	2
"379"	5	5	5	2	2	2	4	5	4	1	1	4	5	1	2	2	3	3	1	5	5	4	5	3	2	1	5	5	4	1	2
"380"	5	3	5	4	3	4	5	4	4	2	2	3	3	4	3	2	4	2	4	5	3	4	5	3	4	4	5	5	4	3	5
"381"	5	4	4	3	2	2	3	4	4	1	1	4	2	2	4	2	5	5	1	5	4	3	4	3	2	1	5	4	2	1	4
"382"	5	4	2	2	3	4	3	2	5	3	3	1	1	3	3	3	2	1	4	5	1	5	4	3	4	3	5	5	4	2	4
"383"	5	3	4	3	4	2	2	5	1	1	1	4	2	1	2	2	5	4	1	5	4	2	5	5	2	4	5	5	4	2	4
"384"	5	3	2	2	2	3	4	3	5	3	4	3	3	3	3	5	1	2	3	5	5	5	5	4	2	1	4	4	5	1	5
"385"	5	4	3	1	1	2	3	3	5	5	3	4	4	4	4	5	2	1	1	2	1	1	3	3	1	1	4	4	2	1	1
"386"	5	3	5	4	4	5	4	4	5	3	3	4	5	5	5	4	5	3	3	5	3	3	5	5	5	4	5	5	4	4	5
"387"	5	3	3	2	1	2	3	4	5	3	3	5	4	2	3	3	2	4	1	4	3	3	5	3	5	2	2	2	4	2	3
"388"	5	3	5	2	2	2	4	5	2	1	1	5	5	3	3	2	5	2	1	5	5	5	5	5	1	1	5	5	3	1	5
"389"	5	3	3	4	2	4	4	5	4	1	3	4	5	5	4	3	5	3	3	5	3	5	4	4	2	5	5	3	4	1	5
"390"	5	4	3	2	2	3	3	3	2	1	1	2	2	4	3	2	5	1	2	5	3	3	4	4	3	3	4	4	4	2	2
"391"	4	3	1	1	2	3	2	2	2	1	2	2	2	3	3	4	3	3	3	5	1	1	4	3	3	2	5	5	5	4	4
"392"	4	4	3	3	3	3	3	3	3	2	1	3	3	3	3	2	2	1	2	4	2	2	4	4	3	3	4	3	3	2	4
"393"	5	4	4	3	1	3	2	4	3	1	1	5	3	1	2	2	5	2	1	5	4	5	4	4	2	3	5	5	3	3	3
"394"	5	4	1	1	3	1	1	1	3	5	3	2	1	1	2	2	1	1	1	5	5	4	3	1	5	5	2	1	3	4	5
"395"	5	3	3	1	1	2	1	3	4	2	1	1	2	2	3	2	2	1	1	4	2	4	4	3	1	2	4	3	3	1	4
"396"	5	4	3	1	3	1	2	3	4	5	3	3	2	2	4	5	1	5	1	5	4	4	3	2	5	5	3	2	3	3	5
"397"	5	3	3	4	2	5	4	3	3	1	1	2	3	4	3	1	2	2	5	2	2	2	4	4	4	1	3	3	2	2	3
"398"	5	3	3	5	2	2	3	4	1	1	1	4	2	1	2	1	4	1	1	5	3	3	5	5	2	2	3	3	2	1	3
"399"	5	4	3	3	2	2	2	2	3	3	3	5	5	3	4	3	4	5	2	5	1	3	5	5	3	2	3	2	5	3	4
"400"	5	4	2	4	1	5	5	4	4	3	4	2	4	3	3	4	2	1	5	5	4	5	5	4	4	2	2	3	1	1	3
"401"	5	3	4	1	2	3	1	4	2	1	1	3	3	2	2	2	1	4	3	5	2	3	4	2	4	4	4	4	4	2	4
"402"	5	3	2	1	3	1	3	2	5	4	1	1	1	1	2	2	3	1	2	4	2	1	5	2	1	3	3	3	1	1	1
"403"	5	3	5	5	1	5	2	4	5	4	1	1	1	1	1	3	1	3	3	5	4	4	5	2	1	5	5	5	5	1	4
"404"	2	3	2	3	3	3	4	3	4	2	2	2	4	2	4	3	3	1	3	4	2	2	5	3	4	2	5	4	5	3	3
"405"	5	3	4	5	5	5	2	4	5	1	5	3	2	2	5	5	1	5	3	5	1	1	5	5	5	1	5	5	5	1	2
"406"	4	3	3	3	3	3	3	3	2	1	2	4	2	4	3	3	3	2	3	4	1	1	4	4	1	3	5	4	4	3	3
"407"	5	3	4	5	1	4	5	5	4	1	1	3	3	4	4	1	5	4	4	5	1	3	5	5	5	1	5	5	3	1	3
"408"	5	3	4	2	3	3	3	3	3	1	3	3	3	5	3	2	2	2	2	5	3	3	5	3	2	4	5	5	4	2	3
"409"	5	5	3	4	3	5	5	3	1	1	1	1	1	4	5	3	5	1	5	4	5	4	5	5	2	3	5	3	5	1	2
"410"	5	4	5	1	5	1	5	4	4	1	3	4	2	3	4	3	2	4	1	5	2	3	5	5	3	2	2	2	1	5	2
"411"	5	5	4	2	1	3	1	4	5	1	5	4	1	1	5	3	1	1	1	5	5	5	5	1	5	5	5	5	5	5	5
"412"	5	3	3	2	2	3	4	5	5	1	1	4	2	4	3	1	5	2	2	5	1	3	4	5	2	3	5	5	2	1	3
