id	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy.Management	Biology	Chemistry	Reading	Geography	Foreign.languages	Medicine	Law	Cars	Art.exhibitions	Religion	Countryside..outdoors	Dancing	Musical.instruments	Writing	Passive.sport	Active.sport	Gardening	Celebrities	Shopping	Science.and.technology	Theatre	Fun.with.friends	Adrenaline.sports	Pets
207	5	3	5	4	4	4	4	2	2	4	5	3	5	3	5	4	5	3	4	1	3	3	3	3	1	1	1	4	5	4	3	3
208	5	2	4	1	1	4	2	2	3	2	5	5	4	3	5	4	2	2	4	2	1	2	5	5	2	3	3	4	3	4	2	5
209	3	3	3	1	1	2	1	1	3	2	3	3	4	2	1	3	5	1	4	2	3	2	3	5	1	4	5	3	2	5	5	5
210	4	4	4	4	3	4	5	3	2	2	4	5	3	2	4	3	3	4	4	1	1	1	5	5	1	1	1	4	4	5	4	3
211	5	4	5	4	5	4	5	4	5	4	5	4	5	4	5	4	5	4	5	4	2	3	2	5	5	5	5	4	4	5	4	5
212	1	3	2	1	1	5	5	4	1	1	3	2	5	1	1	3	1	1	3	5	1	1	3	5	1	5	5	1	4	5	3	4
213	5	3	4	5	5	5	5	4	3	3	5	4	4	3	4	3	5	1	5	2	5	5	5	1	4	1	4	4	5	5	2	1
214	3	3	3	3	4	5	4	4	5	5	5	4	5	5	4	5	3	3	5	2	1	1	3	3	3	4	4	5	4	5	4	4
215	4	3	3	3	3	4	3	2	5	5	4	5	5	5	4	4	4	2	2	1	1	2	2	3	2	4	4	5	4	4	2	3
216	3	1	1	1	1	3	1	1	1	1	1	3	1	1	1	3	1	1	3	5	1	1	5	5	1	3	3	1	1	5	4	1
217	3	3	2	3	4	4	1	1	4	4	3	1	3	5	3	1	2	1	3	1	1	1	1	3	1	1	4	1	2	4	3	1
218	2	3	1	2	1	5	4	3	2	2	5	5	5	1	2	1	4	3	4	3	4	3	3	2	2	2	2	2	5	5	4	5
219	2	1	5	2	4	5	4	2	5	5	3	3	5	5	3	4	1	2	4	5	5	1	2	4	1	3	3	5	3	5	4	5
220	5	3	4	1	2	5	3	3	1	1	1	5	3	1	3	5	2	1	2	1	1	1	5	5	1	3	5	5	1	5	5	4
221	3	3	1	1	1	3	4	1	5	5	3	1	5	3	2	4	3	2	4	2	5	1	5	5	3	1	3	4	2	5	3	5
222	3	4	1	4	4	5	5	3	2	1	3	5	5	3	3	4	4	1	5	1	5	3	3	5	3	1	2	5	3	5	4	4
223	2	3	1	2	2	3	2	2	1	1	3	3	3	1	1	1	1	2	4	1	1	2	4	2	3	3	4	3	2	3	1	1
224	4	5	2	3	2	5	3	2	5	3	5	3	4	2	2	2	3	3	4	5	4	4	5	5	2	2	3	3	3	5	5	5
225	2	4	3	1	3	5	4	4	1	1	1	1	2	1	1	2	1	3	1	1	1	1	4	1	1	1	2	4	2	3	1	1
226	3	3	4	4	4	5	4	4	2	2	4	4	4	3	2	5	3	3	4	3	3	1	4	2	1	1	2	5	3	5	4	3
227	2	1	3	1	1	5	3	3	1	1	1	4	2	1	1	1	1	2	4	4	1	1	5	3	5	5	5	3	3	5	3	5
228	5	4	3	3	4	4	4	2	4	4	5	5	5	4	3	4	4	4	4	1	1	2	4	2	1	1	3	3	5	3	1	3
229	3	3	2	3	3	3	3	3	4	5	4	3	4	4	2	1	5	3	5	4	4	1	4	2	4	1	2	4	4	5	2	5
230	2	1	1	4	2	5	5	2	3	2	1	5	3	2	2	2	2	2	5	2	4	1	5	3	2	1	2	4	2	4	5	1
231	4	4	4	3	1	4	2	5	2	2	5	4	5	2	1	2	3	3	4	5	1	1	5	4	1	3	5	3	3	5	3	4
232	2	4	2	2	1	5	3	4	2	1	3	4	5	4	4	3	2	1	5	5	4	3	4	2	4	5	5	2	3	5	2	5
233	1	2	4	4	1	5	4	5	1	1	1	5	5	1	3	1	1	1	5	2	5	1	5	2	3	2	4	2	1	5	1	1
234	1	4	1	1	1	4	2	2	4	4	4	1	3	3	2	2	2	2	4	4	1	3	5	5	3	3	3	2	3	4	3	5
235	1	1	1	5	4	5	2	5	2	2	1	1	2	1	3	3	1	1	2	2	1	1	4	2	3	3	5	2	1	5	3	5
236	5	5	4	1	1	5	1	1	2	3	5	4	4	1	5	2	1	5	2	1	1	3	5	1	3	1	5	1	4	5	1	3
237	5	4	5	3	2	5	3	2	3	4	5	2	5	2	5	2	5	2	2	2	2	2	4	4	3	2	5	5	5	5	1	5
238	2	2	3	4	1	4	1	5	1	1	4	5	5	2	1	4	2	1	4	4	2	1	5	2	1	2	4	3	2	5	5	5
239	2	3	2	2	2	4	2	4	2	1	1	2	5	1	1	2	1	1	3	2	1	1	2	2	1	3	5	3	3	5	1	3
240	4	2	4	1	2	3	1	3	4	2	4	4	3	2	3	2	4	2	3	3	2	3	2	4	3	1	4	3	4	4	3	4
241	3	3	5	2	2	5	5	4	2	2	1	3	3	2	4	5	3	1	3	1	1	1	5	5	2	3	2	3	2	4	5	3
242	3	4	4	4	5	4	3	1	2	1	2	2	5	3	5	4	3	1	2	1	1	2	5	3	1	5	5	3	4	5	3	5
243	3	3	2	1	1	4	3	4	2	1	4	1	5	2	2	1	5	4	3	2	2	2	2	2	2	2	5	2	5	5	1	2
244	4	5	2	4	1	4	3	2	5	3	5	2	5	5	1	1	2	2	2	1	1	4	2	1	4	3	2	5	3	2	1	1
245	1	5	2	1	1	5	1	1	3	1	5	1	3	3	1	1	1	1	2	1	1	1	2	3	1	5	5	1	4	5	1	5
246	3	5	2	1	1	2	1	3	1	1	5	5	3	1	1	1	5	1	5	2	1	5	5	5	2	2	2	3	5	5	5	5
247	5	3	2	5	4	5	5	4	1	1	1	2	1	1	5	3	1	1	1	1	1	1	1	5	1	1	5	4	2	5	3	5
248	3	2	1	1	2	3	1	3	5	4	5	5	5	5	3	1	4	1	5	5	2	1	2	5	3	3	4	3	4	5	4	1
249	5	5	3	2	2	4	2	3	2	2	5	2	5	3	5	1	3	1	2	3	4	1	2	2	1	1	4	3	4	5	4	3
250	4	4	2	1	1	5	3	1	5	5	3	3	2	5	1	1	2	5	5	3	3	3	5	3	2	1	4	4	3	5	5	5
251	1	1	2	1	1	4	3	4	1	1	5	2	4	1	1	1	1	2	4	3	1	2	5	3	1	4	5	1	3	5	4	1
252	2	2	2	1	1	5	4	2	5	5	4	1	4	4	1	2	3	2	4	1	3	1	5	4	3	1	4	4	4	5	1	5
253	3	4	2	1	1	5	4	2	1	1	5	3	5	2	1	2	2	2	4	3	3	5	5	3	5	3	5	3	3	5	2	5
254	1	3	1	1	5	5	5	1	3	1	1	1	2	2	1	5	1	5	5	2	1	1	5	2	5	2	5	5	1	5	1	1
255	2	4	3	2	1	5	3	4	1	1	2	1	2	5	3	3	1	1	3	1	1	1	4	1	3	5	5	1	2	5	1	5
256	2	5	1	2	2	4	2	1	4	4	5	3	5	4	1	1	4	5	5	3	5	5	3	5	1	1	1	4	5	5	4	3
257	3	2	2	1	1	5	2	3	1	1	2	2	2	1	3	3	1	1	2	3	2	1	1	5	1	5	5	1	1	5	3	1
258	4	2	4	5	3	5	5	2	2	2	1	3	4	1	1	5	2	4	5	2	2	1	5	5	1	3	3	5	3	5	4	1
259	2	2	2	4	4	5	3	1	1	1	5	5	3	1	1	1	1	3	5	1	3	1	4	2	1	1	1	4	3	5	1	2
260	5	4	4	1	2	2	2	2	4	3	5	4	4	3	4	4	2	3	5	2	2	2	5	2	1	1	1	3	5	5	1	1
261	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3
262	3	2	4	4	2	5	5	5	2	1	5	1	5	1	4	2	3	2	5	5	4	5	2	5	4	4	5	2	2	5	3	5
263	3	5	4	3	2	3	3	2	2	2	5	3	5	3	3	1	4	2	5	3	5	5	4	1	4	1	3	3	4	4	1	3
264	1	4	2	3	2	3	2	3	4	1	3	3	5	2	4	3	3	1	2	2	1	3	5	4	2	2	5	1	3	5	2	3
265	2	2	2	2	2	5	5	2	5	5	3	2	3	5	3	3	4	1	3	1	1	1	1	5	3	3	3	5	5	5	4	5
266	1	1	1	2	1	5	5	1	2	2	3	1	3	2	2	1	1	1	1	1	1	1	3	1	1	3	4	1	2	5	1	5
267	3	3	1	4	3	4	4	4	3	1	5	5	5	2	1	3	3	1	4	3	2	1	2	4	3	3	4	3	3	5	4	4
268	4	4	4	3	4	3	2	2	3	2	5	2	4	2	2	1	3	4	5	4	4	2	3	3	1	1	3	4	5	5	4	5
269	1	2	2	5	3	5	2	1	5	5	1	1	4	3	1	1	1	1	4	5	1	1	5	2	4	2	5	4	1	5	3	5
270	3	3	3	2	2	3	2	1	5	4	5	3	5	5	4	1	2	5	4	1	2	2	1	1	2	1	2	5	2	4	3	3
271	3	5	3	1	1	5	4	2	2	1	4	4	4	2	2	1	2	1	2	2	1	1	1	1	1	5	5	2	5	5	1	5
272	4	1	3	2	1	4	4	2	2	1	4	3	3	2	2	5	2	1	4	3	1	1	4	5	1	4	4	3	3	5	5	5
273	3	4	2	3	2	3	1	1	5	5	5	3	4	5	1	1	5	3	5	1	1	2	1	2	2	1	2	4	5	5	1	5
274	3	4	3	2	1	5	4	4	3	2	4	4	5	3	4	2	4	1	4	3	3	2	4	4	1	2	4	4	3	5	5	1
275	5	5	5	1	1	3	3	3	1	1	4	2	2	2	5	4	3	1	5	4	2	4	2	4	5	1	1	4	4	5	3	4
276	5	5	4	2	2	5	5	3	2	2	5	3	5	2	3	3	5	3	2	3	2	5	4	2	2	4	5	4	5	5	1	2
277	4	1	1	3	1	5	1	4	1	1	4	1	4	1	2	1	1	3	4	2	4	1	5	2	1	2	4	1	3	5	5	1
278	5	3	4	2	2	5	5	4	1	1	2	2	5	2	4	3	1	1	1	1	1	1	4	5	1	1	2	3	2	5	2	1
279	4	3	3	3	3	5	3	2	5	5	5	5	4	3	2	4	3	2	5	2	1	1	1	5	5	3	2	5	2	5	5	5
280	3	4	1	1	1	5	1	1	1	2	1	1	2	1	5	1	1	3	2	1	2	1	3	1	1	2	5	1	2	4	1	5
281	3	4	2	1	2	4	2	2	3	1	3	1	3	3	2	2	3	3	4	5	4	5	5	5	1	2	5	2	5	4	3	4
282	2	3	3	1	4	4	3	1	5	5	2	4	4	5	1	4	3	1	4	3	5	1	5	1	1	1	2	4	2	5	1	5
283	1	3	2	1	1	4	1	5	2	1	1	1	3	1	1	4	1	1	4	1	1	1	2	1	1	2	4	2	3	4	1	5
284	2	2	2	5	3	5	5	4	3	2	1	3	4	3	2	3	2	1	4	2	2	1	5	5	3	2	2	5	3	4	5	1
285	2	1	1	4	1	5	4	5	1	1	1	4	3	1	1	4	1	1	5	1	1	1	5	5	3	2	1	2	1	3	5	4
286	2	3	2	2	1	4	2	2	5	4	5	2	5	5	1	1	4	4	2	3	1	2	4	2	1	2	4	3	3	5	1	5
287	4	4	1	1	1	4	4	2	2	1	3	3	5	2	2	4	5	1	5	2	1	1	3	5	2	3	5	3	4	5	2	5
288	4	3	3	1	1	4	2	4	4	2	4	4	4	3	2	2	3	2	3	2	2	1	3	4	2	2	4	3	3	5	2	4
289	2	2	1	1	3	5	4	3	3	2	3	3	5	2	2	4	2	2	5	2	1	2	5	5	1	2	3	4	1	2	5	3
290	5	2	5	1	2	4	4	4	2	2	2	4	4	3	5	3	1	1	4	1	2	1	5	4	1	2	2	3	4	5	5	4
291	4	3	3	1	1	1	1	1	5	5	5	3	4	5	3	1	5	5	3	3	1	5	3	4	1	1	5	5	5	5	4	2
292	4	3	3	2	1	4	1	5	3	1	4	3	4	1	3	3	2	3	3	1	1	1	3	5	1	1	2	3	4	4	4	3
293	3	4	3	1	1	5	2	2	1	1	5	4	5	1	2	1	3	1	2	3	1	4	1	2	1	5	5	4	5	5	3	5
294	4	1	1	5	5	5	4	2	3	1	5	2	5	1	1	1	3	1	4	1	3	3	1	2	1	1	2	4	4	5	2	5
295	5	5	4	1	1	3	1	5	3	1	3	4	5	2	4	2	4	1	3	4	1	1	3	4	1	1	3	2	3	3	2	5
296	3	3	3	1	1	2	1	3	4	1	3	4	4	2	2	2	2	4	5	2	1	1	4	5	1	2	5	3	2	4	4	5
297	4	2	3	4	3	5	5	2	1	1	2	4	5	1	1	5	2	1	1	1	1	1	5	5	1	1	2	5	1	5	5	4
298	1	4	1	3	3	5	3	1	4	4	5	1	3	5	1	2	3	4	3	1	2	3	4	1	3	1	1	3	2	5	2	3
299	3	5	3	1	1	3	2	1	1	1	5	2	4	2	1	1	3	2	5	5	1	5	1	5	2	2	3	2	1	5	3	5
300	3	4	3	1	1	4	3	3	2	1	1	2	4	3	2	3	3	1	3	2	3	1	5	2	1	2	4	2	3	5	1	4
301	3	4	3	3	2	5	3	2	4	2	5	2	4	3	2	1	5	5	4	1	4	3	1	3	3	1	3	3	4	2	3	2
302	5	5	2	2	4	3	4	1	2	3	4	4	1	2	2	2	3	2	4	1	1	2	2	1	2	1	2	5	4	4	1	3
303	3	4	3	1	1	5	2	4	2	1	3	2	5	3	4	3	3	5	4	4	2	1	2	3	1	3	3	3	3	5	2	1
304	4	2	2	5	2	4	4	5	2	2	5	4	4	3	3	4	1	1	4	4	1	1	5	4	4	4	5	3	3	3	1	5
305	4	5	4	1	1	3	1	4	3	1	5	2	4	2	4	1	1	2	1	3	1	1	2	3	3	1	4	3	1	5	1	1
306	5	5	5	4	2	5	2	2	2	1	4	4	5	1	2	1	3	3	5	4	5	2	3	3	1	3	3	3	3	5	4	5
307	3	4	1	4	1	5	5	3	3	1	1	5	4	1	3	5	2	2	3	4	4	1	5	5	2	2	5	5	4	5	5	5
308	2	2	2	5	3	5	5	1	5	4	5	2	5	5	1	1	2	2	5	1	5	5	5	4	2	1	1	5	1	2	1	1
309	3	4	4	2	2	3	3	3	5	2	1	4	4	4	4	4	2	2	4	4	1	1	5	5	2	3	4	4	2	5	4	3
310	2	3	1	3	3	3	3	1	3	3	4	2	4	2	1	2	3	1	3	5	1	1	2	4	5	1	5	3	4	5	4	1
311	1	1	1	2	2	4	4	2	5	5	1	2	2	5	1	5	1	2	2	2	1	1	3	3	2	2	4	3	2	4	4	5
312	5	3	3	3	1	4	3	5	4	3	5	5	5	2	2	4	3	3	3	3	3	2	5	4	2	3	4	3	5	5	5	2
313	2	1	1	2	2	3	3	1	1	2	1	3	1	1	1	3	1	1	1	1	1	1	5	5	1	1	1	2	1	4	2	3
314	3	4	4	1	1	5	4	1	3	2	3	3	4	1	2	2	3	4	4	5	2	1	4	4	1	4	5	2	3	2	2	3
315	5	4	2	5	5	5	5	2	3	2	3	5	5	3	3	5	5	4	5	2	5	4	5	5	2	3	3	5	4	5	5	5
316	4	2	2	1	1	5	3	4	1	1	2	4	3	1	1	2	2	3	2	2	1	1	5	3	1	4	5	4	3	5	1	1
317	3	2	2	2	2	4	2	1	5	4	1	2	1	2	3	2	3	1	4	4	1	1	4	4	4	4	5	3	2	5	4	5
318	1	1	1	3	3	3	4	2	2	2	3	3	3	2	1	4	1	1	3	3	1	1	5	5	1	2	2	5	1	5	3	5
319	3	5	1	3	1	5	4	3	5	5	5	2	4	5	2	1	1	5	3	5	1	2	5	3	5	3	5	2	5	5	3	5
320	3	5	4	1	1	5	2	4	2	1	5	4	5	2	2	2	3	5	5	3	1	3	4	1	1	4	3	3	5	5	3	3
321	5	2	3	3	3	5	5	2	2	1	1	2	4	2	2	4	3	3	5	3	4	3	4	3	3	4	4	4	3	5	3	3
322	4	5	2	1	1	5	3	1	5	2	4	2	4	5	3	1	2	3	4	5	4	2	3	4	2	3	4	3	3	4	4	5
323	5	2	5	1	1	2	2	2	1	1	3	5	3	1	5	3	3	2	4	2	5	1	4	5	2	3	4	2	2	4	3	5
324	2	4	3	3	3	4	4	2	5	5	1	1	3	5	1	1	1	4	3	1	3	1	5	4	4	3	4	5	2	4	2	5
325	1	2	2	2	2	3	3	4	4	2	2	3	3	4	2	1	2	4	4	2	2	1	3	1	1	4	4	2	3	5	4	3
326	5	3	3	1	3	5	3	3	5	5	3	5	4	5	2	5	3	3	4	3	3	2	5	5	5	2	3	5	2	5	5	5
327	4	4	4	4	1	3	1	5	1	1	1	3	3	2	2	1	1	1	4	1	1	1	4	3	3	3	2	1	2	5	2	4
328	3	3	1	2	1	5	5	5	1	1	5	4	4	2	2	4	3	1	4	1	1	3	4	2	2	5	4	4	3	2	2	5
329	1	5	4	5	1	5	5	5	1	2	1	5	5	1	3	5	1	1	3	1	1	1	3	5	1	1	3	1	3	5	3	1
330	3	2	2	2	1	4	4	4	3	2	1	2	3	2	1	3	1	2	4	3	1	1	5	3	2	5	5	3	2	5	2	4
331	4	3	2	1	2	4	3	1	2	1	1	3	5	2	1	1	2	2	3	1	1	1	3	4	1	4	3	3	5	4	1	5
332	2	3	2	3	5	5	2	1	5	2	4	3	3	5	2	5	3	3	3	5	3	4	1	5	4	3	2	4	3	5	5	5
333	3	3	2	4	4	5	2	1	5	5	5	3	3	5	2	2	2	5	5	4	1	4	5	3	3	1	3	3	4	3	1	5
334	5	3	3	3	2	5	3	2	3	3	5	5	3	3	2	2	3	3	3	2	5	4	5	5	3	2	4	3	3	5	3	5
335	4	4	3	1	1	5	4	3	1	1	5	5	5	2	2	1	1	1	5	1	1	1	3	2	2	2	4	3	4	5	3	2
336	5	2	2	3	2	3	5	4	3	3	2	2	2	2	2	5	3	4	4	4	4	2	3	5	2	2	3	5	5	5	4	3
337	1	1	3	5	5	3	4	1	3	5	1	3	3	4	1	2	1	1	4	1	1	1	1	1	2	3	2	5	1	4	1	4
338	3	3	4	4	5	3	3	5	1	1	1	1	1	1	4	5	1	3	5	2	1	1	1	5	4	4	1	5	2	5	5	5
339	2	2	1	3	1	5	2	4	2	1	3	1	3	1	2	1	4	5	5	5	5	2	4	2	1	4	5	4	5	5	4	1
340	5	2	5	1	1	2	2	3	1	1	3	5	3	2	5	3	2	2	4	2	5	1	4	5	2	3	4	2	2	3	2	5
341	5	3	4	1	2	3	1	1	2	2	5	4	4	2	3	1	1	5	3	1	2	5	2	1	1	2	1	4	2	4	2	1
342	3	3	2	1	1	5	5	1	1	1	1	1	3	1	1	4	3	1	3	5	3	4	5	5	3	4	5	5	1	5	5	2
343	2	3	2	4	3	3	3	4	2	3	2	4	3	1	1	1	3	1	2	4	2	1	5	3	1	2	3	2	3	5	4	5
344	2	3	1	1	1	3	3	3	5	3	5	2	4	2	2	1	3	1	5	5	2	1	3	4	5	2	3	3	3	4	1	5
345	1	1	4	1	1	4	2	5	1	1	1	2	3	1	1	1	1	1	4	1	3	1	5	2	4	5	4	1	1	4	1	1
346	3	3	1	3	1	4	1	5	1	2	4	4	5	1	3	3	3	1	4	1	1	1	5	2	3	3	3	2	2	4	3	4
347	5	5	2	1	1	5	4	1	1	1	3	4	1	1	1	4	3	1	3	1	1	1	5	3	1	2	3	2	1	5	3	5
348	2	2	1	2	2	5	5	4	1	1	1	2	4	1	1	2	1	1	3	1	1	1	3	5	1	3	2	4	1	4	5	1
349	3	2	1	3	3	4	4	1	4	4	4	4	2	3	1	1	2	1	5	5	5	1	1	5	5	1	4	4	5	5	4	4
350	3	2	2	2	1	4	3	4	3	1	2	3	4	1	1	3	2	1	5	1	1	1	4	5	1	3	5	1	3	5	5	5
351	2	2	1	2	2	5	5	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	3	1	1	1	5	1	5	3	3
352	3	3	2	5	4	5	3	2	5	5	4	4	5	5	2	2	2	3	5	3	4	1	5	5	4	4	5	3	3	5	4	5
353	1	1	1	1	5	5	3	1	5	5	1	2	3	5	1	3	1	1	5	1	1	1	5	1	3	1	1	2	1	5	5	2
354	4	4	4	2	2	2	2	4	2	2	5	4	5	2	4	3	4	2	2	2	4	3	1	3	2	2	4	2	5	5	3	3
355	3	4	4	4	4	4	3	4	5	2	5	3	4	3	3	3	4	5	5	3	5	4	1	4	3	4	5	4	5	5	1	4
356	4	2	4	4	2	5	5	4	1	1	3	3	4	2	4	4	1	1	3	1	1	2	5	5	1	3	3	3	3	5	2	1
357	5	2	4	5	5	5	4	4	2	2	2	4	4	2	2	3	1	1	3	1	1	1	5	3	1	3	1	5	2	4	2	3
358	1	3	1	3	2	3	3	2	4	3	1	1	3	3	2	4	2	1	3	1	3	1	5	5	2	1	3	2	3	3	3	5
359	5	2	2	2	2	4	4	1	1	2	2	4	3	1	1	1	1	2	4	2	2	1	3	4	2	3	2	2	2	4	1	5
360	5	2	2	1	1	3	1	1	2	1	5	1	5	2	2	3	3	1	3	1	1	1	1	5	1	3	5	2	3	5	1	5
361	4	4	3	5	1	5	3	5	3	1	1	1	3	1	1	3	2	1	3	4	1	2	5	5	1	4	5	4	3	4	3	2
362	4	5	1	1	2	4	5	3	2	2	4	1	5	3	1	4	5	5	5	4	5	4	3	5	2	1	3	3	5	5	3	5
363	5	4	1	1	2	4	3	2	1	2	5	3	5	3	2	4	1	1	2	2	4	2	3	3	1	2	2	4	5	5	5	3
364	5	4	1	1	1	3	2	1	1	1	5	4	5	2	1	3	1	2	2	2	5	2	1	4	1	2	1	4	5	5	5	3
365	3	3	2	2	1	4	4	5	1	1	1	4	3	1	1	2	2	1	2	1	1	1	5	5	1	3	4	3	2	4	4	1
366	5	5	4	1	1	3	2	4	4	4	4	5	4	4	4	5	4	4	5	1	3	2	4	3	1	1	3	2	3	4	5	1
367	1	1	2	5	2	5	5	1	1	1	1	2	4	1	2	3	1	1	1	1	1	1	4	3	1	3	2	3	1	5	3	1
368	5	1	2	1	1	4	5	2	1	1	3	3	4	1	2	5	1	3	4	2	1	1	5	5	1	1	2	4	3	5	5	3
369	3	4	2	1	1	4	4	4	2	2	5	5	5	4	2	4	1	1	4	1	1	1	5	2	3	5	5	3	2	5	4	5
370	4	3	4	4	3	5	4	3	4	2	3	3	2	3	3	5	2	1	5	1	2	1	3	5	3	3	3	3	2	3	5	5
371	4	4	2	2	1	5	2	2	5	4	5	4	5	5	1	2	2	1	5	4	2	1	3	3	3	1	5	3	3	5	3	5
372	2	5	1	5	3	3	3	3	5	5	5	2	3	5	2	2	3	5	5	5	5	3	2	5	3	1	3	3	3	5	2	3
373	3	3	3	1	3	5	5	5	1	1	1	2	4	1	1	4	2	3	5	1	1	1	1	1	1	1	3	5	1	2	2	1
374	5	4	3	1	1	4	2	1	1	1	1	5	4	1	1	5	1	1	4	1	1	1	5	4	1	3	1	3	3	5	5	1
375	2	2	1	1	2	2	1	1	5	5	2	2	3	5	1	2	1	1	4	3	1	1	5	4	1	3	5	4	3	5	5	5
376	2	1	1	3	2	5	2	1	5	5	4	2	3	3	1	3	1	1	3	1	1	1	5	5	2	2	3	2	4	3	1	1
377	2	1	1	1	1	3	1	1	5	3	1	1	3	3	1	1	1	1	3	4	1	1	4	5	1	3	3	2	2	4	1	5
378	3	5	4	5	4	5	4	5	5	5	5	4	5	5	3	4	5	4	4	2	4	3	5	3	2	1	2	3	4	5	5	4
379	4	4	1	5	1	4	1	1	1	1	2	2	3	1	1	1	4	1	5	5	2	1	5	2	2	1	3	1	4	5	5	5
380	3	5	4	3	3	5	5	4	3	2	2	3	3	2	4	3	3	4	4	5	5	1	3	5	1	2	3	5	4	4	3	3
381	3	4	1	2	1	4	3	2	5	5	2	2	4	4	1	2	1	2	3	4	5	1	3	3	1	4	5	3	2	5	5	4
382	5	5	3	2	1	4	2	2	1	1	5	2	4	1	3	2	4	1	1	2	1	1	4	1	1	1	4	3	5	5	2	5
383	4	2	2	1	1	5	4	1	5	1	2	2	4	4	2	5	2	1	4	5	1	2	3	5	1	5	5	2	2	5	4	5
384	1	2	2	5	2	5	5	2	1	1	1	4	3	1	1	2	2	1	2	1	2	1	1	4	1	1	2	5	3	5	3	1
385	2	5	1	5	1	5	1	1	4	3	5	2	5	3	2	1	4	3	3	1	1	1	4	1	1	1	5	2	4	5	1	1
386	3	1	1	3	4	5	5	1	1	1	4	3	4	3	3	4	3	1	5	3	3	1	5	3	1	3	2	5	4	5	5	1
387	2	4	3	3	4	4	3	4	3	3	3	3	4	4	1	2	2	3	2	2	3	5	5	3	1	1	4	4	2	4	4	2
388	2	4	3	2	2	5	3	3	5	3	4	4	5	5	4	3	3	3	3	3	2	1	4	3	1	5	5	3	3	5	4	5
389	3	5	3	4	2	3	4	5	3	1	3	2	5	3	2	2	3	5	4	3	5	5	2	4	3	1	4	3	3	3	3	5
390	2	5	1	2	1	5	1	2	4	3	3	4	5	3	1	2	5	1	4	2	4	4	5	5	3	2	5	2	2	4	2	3
391	5	3	4	3	2	4	3	5	3	4	4	3	5	3	3	4	2	4	4	2	2	2	3	3	1	2	3	3	3	5	1	2
392	4	2	1	4	1	2	1	2	2	1	4	2	3	1	1	1	4	3	5	3	1	1	3	4	1	2	4	1	4	5	2	2
393	3	3	2	3	1	3	2	2	2	1	1	2	2	3	2	3	2	2	3	3	1	1	2	1	2	3	4	2	4	5	3	1
394	5	2	3	1	1	4	4	1	1	1	1	5	2	1	1	3	1	1	3	1	1	1	1	5	2	1	2	3	1	3	3	3
395	1	4	2	4	2	5	5	1	4	1	1	2	2	4	2	4	2	2	3	1	4	2	5	3	1	5	3	3	4	5	1	3
396	4	1	1	4	3	5	5	3	2	1	3	3	5	1	1	5	1	1	4	1	1	1	4	5	1	1	3	5	1	5	3	1
397	2	3	1	4	3	2	3	1	1	2	2	1	4	1	1	2	3	1	3	1	5	1	2	1	1	2	2	3	4	5	3	1
398	1	3	2	4	1	5	5	3	1	1	4	1	4	1	1	3	3	4	3	2	3	2	4	2	1	5	5	3	4	3	1	5
399	3	4	3	4	3	5	5	5	2	2	5	4	5	3	5	3	4	4	5	5	1	3	5	4	1	4	5	5	3	5	4	1
400	5	5	3	4	4	3	4	2	4	2	5	3	4	2	3	1	5	5	5	3	5	2	4	2	3	2	3	4	5	5	2	5
401	5	2	3	5	5	5	4	2	5	5	5	5	3	4	2	1	4	2	3	1	1	1	1	1	1	1	2	5	2	4	1	1
402	2	4	2	1	1	4	2	1	1	1	4	1	3	2	1	1	1	1	3	1	1	1	2	1	1	1	2	2	5	5	1	1
403	5	1	3	1	1	5	5	2	1	1	1	5	1	1	1	5	1	3	5	1	1	1	3	3	2	3	2	4	1	5	3	5
404	2	4	1	2	2	3	4	1	1	1	3	1	3	2	1	3	2	1	3	1	1	2	2	3	2	2	1	1	3	4	5	4
405	2	2	1	2	2	4	2	1	5	1	1	4	5	2	1	1	4	5	5	1	5	1	5	3	2	1	3	3	3	5	5	5
406	5	4	5	2	3	4	2	4	3	2	4	5	5	2	4	2	3	5	5	2	2	3	1	3	2	2	4	2	3	5	1	3
407	1	1	1	1	1	5	5	1	2	1	5	5	5	1	1	4	1	5	5	3	5	1	5	1	1	1	2	1	3	4	1	1
408	4	4	4	2	2	4	3	4	3	2	4	3	5	3	4	2	5	3	4	4	1	3	1	3	1	3	4	3	5	5	4	5
409	3	3	2	1	1	2	2	1	1	1	3	2	4	2	1	1	3	5	5	3	5	1	3	1	1	1	3	4	5	5	1	1
410	1	2	1	3	3	5	3	3	1	1	3	5	3	2	1	3	5	2	5	5	2	2	1	5	1	5	5	3	1	5	4	3
411	3	1	1	4	4	5	5	3	1	1	1	1	1	1	1	5	1	1	2	1	5	1	5	5	1	1	5	5	1	5	5	5
412	5	4	5	1	1	4	2	4	2	1	3	3	5	2	5	5	2	3	4	4	5	1	1	5	1	2	5	2	4	5	1	3
413	4	4	3	1	1	3	1	1	1	1	5	2	3	1	2	1	1	3	5	1	1	1	1	2	1	1	5	1	3	4	1	5
414	4	2	2	3	2	3	2	2	2	2	2	4	2	2	2	4	2	3	4	1	1	1	5	4	1	3	2	4	2	5	5	4
415	4	5	3	3	1	5	4	4	2	1	5	4	5	1	1	1	3	3	2	1	1	5	1	1	1	1	4	5	4	5	1	3
